Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","740461"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","10055.92"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","3777"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","10183.64"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","3824"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21123","Meat of geese, fresh or chilled","2022","2022","t","561.53"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","187"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21123","Meat of geese, fresh or chilled","2023","2023","t","561.1"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","187"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","5780.89"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","875426"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","5824.18"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","881952"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","726651.29"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","7709536"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","762163.54"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","8086828"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","38875.12"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","1918301"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","44380.6"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","2205475"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","31051.5"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","6633"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","30802.19"
"QCL","Crops and livestock products","032","Argentina","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","6612"
"QCL","Crops and livestock products","032","Argentina","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","121.69"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2022","2022","An",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","124.51"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2023","2023","An",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","21521","Pig fat, rendered","2022","2022","t","103076.86"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","2196.74"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","875426"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","2213.19"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","881952"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","11900.55"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","1918301"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","13585.9"
"QCL","Crops and livestock products","032","Argentina","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","2205475"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02211","Raw milk of cattle","2022","2022","t","11904142"
"QCL","Crops and livestock products","032","Argentina","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","1563134"
"QCL","Crops and livestock products","032","Argentina","5510","Production","02211","Raw milk of cattle","2023","2023","t","11665405"
"QCL","Crops and livestock products","032","Argentina","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","1545843"
"QCL","Crops and livestock products","032","Argentina","5510","Production","22212","Skim milk and whey powder","2022","2022","t","51364"
"QCL","Crops and livestock products","032","Argentina","5510","Production","22110.02","Skim milk of cows","2022","2022","t","886612.7"
"QCL","Crops and livestock products","032","Argentina","5510","Production","22211","Whole milk powder","2022","2022","t","212768"
"QCL","Crops and livestock products","032","Argentina","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","110.44"
"QCL","Crops and livestock products","032","Argentina","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","9250.43"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","63900"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","543292"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","60500"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","496293"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","14100"
"QCL","Crops and livestock products","051","Armenia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","12828"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","13800"
"QCL","Crops and livestock products","051","Armenia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","12556"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","28.12"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","1874"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","26.35"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","1756"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","14900"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","153509"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","15100"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","166031"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","10800"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","731042"
"QCL","Crops and livestock products","051","Armenia","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","10900"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","729642"
"QCL","Crops and livestock products","051","Armenia","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","5.04"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","1874"
"QCL","Crops and livestock products","051","Armenia","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","4.72"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","1756"
"QCL","Crops and livestock products","051","Armenia","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","1464"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","731042"
"QCL","Crops and livestock products","051","Armenia","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","1477.56"
"QCL","Crops and livestock products","051","Armenia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","729642"
"QCL","Crops and livestock products","051","Armenia","5510","Production","02211","Raw milk of cattle","2022","2022","t","607000"
"QCL","Crops and livestock products","051","Armenia","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","246127"
